2176,1248,792
1954,1094,789
1744,326,849
1592,-228,1071
1224,-840,1060
1070,-1552,1173
874,-2240,1211
670,-3008,1315
508,-3666,1339
282,-4230,1464
60,-4694,1591
-94,-5030,1635
-332,-5234,1793
-538,-5194,1895
-760,-4886,1959
-1230,-4502,1976
-1414,-4026,2026
-1668,-3450,2117
-1780,-2810,2140
-1914,-2188,2172
-2034,-1562,2217
-2104,-998,2252
-2126,-496,2242
-2066,-148,2257
-2008,116,2328
-1940,120,2308
-1762,-120,2370
-1268,-498,2340
-952,-918,2312
-666,-1482,2314
-290,-2074,2286
-36,-2722,2283
362,-3314,2200
710,-3910,2229
992,-4378,2153
1306,-4718,2111
1512,-5010,2052
1800,-5130,1988
2036,-4986,1929
2304,-4648,1823
2416,-4142,1832
2462,-3600,1790
2508,-2994,1698
2472,-2318,1650
2470,-1620,1497
2444,-960,1469
2320,-380,1400
2264,146,1221
2190,638,1073
2046,952,1119
1904,938,1003
1644,734,874
1562,408,865
1476,-50,759
1364,-662,694
1272,-1258,682
1094,-1946,600
1016,-2608,527
880,-3204,494
812,-3700,434
636,-4154,380
452,-4698,251
112,-4710,260
124,-4612,187
-86,-4306,120
-302,-3884,56
-478,-3384,27
-644,-2768,-52
-718,-2136,-94
-822,-1434,-90
-894,-818,-216
-850,-184,-292
-896,772,-354
-546,1066,-360
-646,1216,-388
-460,1194,-392
-242,1030,-416
12,722,-395
310,270,-331
586,-288,-436
946,-846,-408
1186,-1458,-405
1556,-2084,-329
1864,-3196,-349
2158,-3656,-288
2696,-4030,-214
2880,-4226,-201
3134,-4212,-85
3248,-4136,-41
3328,-3942,-53
3376,-3550,-13
3384,-3024,82
3354,-2504,86
3312,-1816,203
3220,-1244,283
3164,-8,383
3030,452,457
2692,858,434
2474,1142,622
2306,1206,593
2088,1176,743
1912,1042,798
1724,606,911
1498,224,974
1338,-488,1259
1176,-1090,1158
950,-2544,1307
752,-3264,1343
450,-3852,1488
156,-4412,1493
-82,-4814,1586
-254,-5132,1700
-448,-5274,1726
-650,-5264,1793
-850,-5122,1885
-1088,-4780,2008
-1274,-4370,2266
-1558,-3760,2056
-1734,-2544,2082
-1924,-1864,2199
-2106,-1326,2216
-2106,-812,2267
-2146,-320,2206
-2118,-24,2280
-2028,190,2359
-1938,174,2307
-1702,52,2306
-1452,-220,2373
-1214,-670,2321
-904,-1168,2302
-544,-2342,2240
66,-2964,2215
424,-3542,2227
726,-4066,2259
1062,-4532,2177
1326,-4836,2101
1642,-5066,2023
1878,-5138,1975
2108,-5088,1910
2228,-4840,1887
2372,-4482,1794
2404,-3344,1694
2486,-2760,1631
2508,-2066,1567
2490,-1404,1513
2428,-774,1466
2382,-224,1368
2240,296,1245
2154,664,1199
2044,898,1201
1854,982,1041
1744,896,902
1628,128,865
1504,-244,755
1320,-850,732
1242,-1472,699
1084,-2118,588
1004,-2782,540
892,-3414,485
748,-3894,437
574,-4310,351
440,-4558,301
324,-4692,229
156,-4680,30
14,-4198,126
-428,-3796,127
-530,-3256,-9
-638,-2584,-148
-750,-1948,-92
-810,-1276,-164
-888,-638,-209
-946,-22,-277
-940,536,-275
-828,850,-340
-760,1096,-399
-622,1168,-374
-426,996,-345
60,618,-427
318,178,-388
686,-448,-417
1016,-1014,-366
1324,-1640,-316
1616,-2298,-284
1986,-2848,-223
2226,-3348,-267
2558,-3810,-193
2790,-4060,-104
2994,-4246,-91
3188,-4100,32
3350,-3782,56
3404,-3360,95
3400,-2834,144
3338,-2242,186
3334,-1640,251
3210,-998,358
3116,-416,371
3026,164,424
2808,624,487
2604,1164,622
2390,1256,710
1998,1186,732
1804,868,814
1638,508,880
1490,-44,964
1322,-654,1032
1140,-1356,1100
902,-2080,1232
712,-2768,1212
514,-3460,1510
348,-4088,1545
148,-4982,1642
-378,-5222,1672
-508,-5314,1641
-702,-5276,1824
-938,-5048,1907
-1222,-4656,2000
-1430,-4164,2080
-1608,-3632,2056
-1790,-3032,2142
-1926,-2390,2094
-2038,-1748,2216
-2110,-1218,2269
-2128,-278,2273
-2124,32,2292
-1964,186,2264
-1830,112,2339
-1592,22,2375
-1356,-352,2328
-1054,-840,2327
-758,-1344,2236
-496,-1940,2266
-98,-2582,2239
272,-3190,2254
552,-3742,2175
868,-4684,2175
1478,-4966,2111
1770,-5122,2047
2006,-5124,1989
2190,-5012,1982
2362,-4726,1884
2488,-4278,1832
2492,-3772,1755
2500,-3122,1790
2530,-2482,1437
2458,-1800,1474
2446,-528,1511
2360,-16,1387
2220,512,1259
2088,730,1181
2024,994,1122
1832,974,1014
1682,822,999
1588,510,896
1508,138,799
1406,-414,542
1312,-1014,571
1252,-2430,505
1098,-3018,475
832,-3530,491
646,-4018,479
538,-4426,349
416,-4614,260
326,-4792,194
144,-4652,151
-18,-4458,157
-232,-4102,114
-392,-3622,-5
-550,-2990,-69
-662,-1666,-151
-988,-1016,-139
-876,-444,-222
-926,142,-228
-918,586,-337
-832,946,-309
-738,1144,-289
-576,1168,-408
-378,1088,-362
-134,812,-384
228,438,-341
494,-692,-275
1028,-1288,-374
1416,-1916,-298
1706,-2482,-271
2068,-3030,-244
2274,-3536,-262
2578,-3898,-187
2768,-4124,-142
3024,-4270,-134
3192,-4194,-115
3330,-4042,-18
3408,-3284,58
3442,-2754,57
3280,-2156,166
3268,-1498,181
3178,-852,335
3054,-246,298
2902,248,440
2762,690,446
2544,960,581
2342,1176,658
2132,1202,812
1892,1022,837
1760,270,881
1576,-236,982
1224,-920,1076
1062,-1600,1129
850,-2324,1199
634,-3052,1302
458,-3678,1384
240,-4276,1485
42,-4716,1607
-136,-5066,1619
-396,-5316,1810
-578,-5364,1837
-818,-4968,1890
-1210,-4566,1918
-1402,-4024,1994
-1640,-3478,2030
-1770,-2876,2104
-1930,-2262,2136
-2026,-1620,2162
-2124,-1040,2150
-2138,-618,2220
-2094,-202,2243
-2054,122,2324
-1928,44,2270
-1548,-120,2329
-1336,-456,2393
-966,-846,2375
-704,-1428,2278
-376,-2040,2271
-88,-2644,2285
338,-3256,2276
638,-3858,2175
942,-4308,2141
1212,-5036,2137
1466,-5150,1986
2008,-5182,1943
2220,-4980,1895
2322,-4714,1846
2444,-4306,1841
2442,-3744,1774
2484,-3140,1660
2474,-2504,1663
2458,-1850,1501
2422,-658,1389
2368,-4,1320
2226,386,1240
2052,758,1185
1942,884,1092
1826,930,1068
1668,786,890
1580,518,855
1510,102,763
1368,-482,703
1334,-1076,589
1172,-2398,533
1080,-2990,513
792,-3580,432
690,-4058,349
606,-4436,316
410,-4636,280
342,-4742,229
158,-4684,134
-54,-4436,128
-188,-4128,96
-374,-3606,-64
-540,-2452,-48
-658,-1720,-128
-900,-1100,-217
-890,-442,-236
-914,136,-298
-858,590,-335
-838,900,-343
-646,1202,-306
-540,1190,-356
-352,1144,-414
-84,852,-312
170,444,-422
492,-634,-436
1072,-1270,-391
1430,-1890,-386
1736,-2474,-308
2042,-3044,-362
2292,-3516,-252
2550,-3952,-242
2822,-4164,-180
3032,-4274,-249
3210,-4266,-127
3292,-4054,-22
3394,-3262,-3
3404,-2738,85
3328,-2096,224
3274,-1486,202
3198,-846,340
3076,-300,342
2940,288,390
2760,700,471
2546,1012,557
2390,1172,716
2194,1226,733
1948,1098,845
1776,282,953
1610,-248,1033
1256,-848,1075
1058,-1612,1208
870,-2312,1286
652,-3032,1376
466,-3676,1403
250,-4274,1506
80,-4744,1617
-144,-5070,1625
-328,-5270,1715
-588,-5278,1853
-784,-4940,1926
-990,-4496,2059
-1446,-3996,2022
-1646,-3420,2073
-1820,-2750,2155
-1936,-2188,2125
-2032,-1510,2282
-2104,-934,2220
-2126,-536,2248
-2064,-150,2267
-2008,86,2275
-1898,176,2320
-1730,-150,2342
-1258,-518,2341
-970,-976,2337
-642,-1534,2236
-326,-2180,2358
38,-2774,2253
316,-3380,2225
658,-3948,2226
950,-4404,2137
1272,-4854,2147
1644,-5058,2019
1824,-5176,1963
2068,-4930,2002
2464,-4612,1830
2452,-4154,1802
2460,-3574,1781
2520,-2966,1754
2476,-2250,1659
2494,-1604,1547
2398,-934,1466
2352,-344,1389
2236,166,1349
2144,586,1114
2046,864,1103
1862,878,989
1786,700,990
1546,334,831
1516,-164,775
1356,-732,721
1232,-1380,597
1132,-2048,629
942,-2612,529
862,-3300,467
780,-3818,430
610,-4236,326
492,-4518,295
316,-4708,169
212,-4568,160
-110,-4314,88
-262,-3862,122
-452,-3364,38
-628,-2704,-75
-754,-2016,-124
-814,-1360,-162
-846,-702,-181
-936,-90,-247
-900,428,-324
-832,790,-334
-750,1230,-306
-594,1156,-304
-216,950,-289
42,606,-345
370,184,-308
640,-358,-377
960,-950,-388
1266,-1636,-344
1572,-2272,-316
1898,-2888,-290
2184,-3364,-206
2478,-3748,-221
2738,-4236,-254
2940,-4236,-125
3234,-4134,-101
3342,-3854,-19
3406,-3420,-12
3374,-2916,110
3358,-2306,139
3260,-1686,230
3184,-1102,237
3090,-466,384
2956,54,446
2824,828,516
2632,1070,619
2162,1188,722
2000,1144,745
1846,824,810
1616,474,893
1522,-84,986
1284,-626,1034
1086,-1376,1185
876,-2110,1208
708,-2826,1367
546,-3458,1509
306,-4078,1587
132,-4996,1661
-396,-5226,1708
-516,-5324,1815
-740,-5264,1858
-938,-5076,1885
-1172,-4658,2033
-1378,-4208,2066
-1614,-3656,2100
-1784,-3086,2131
-1922,-2434,2176
-2058,-1788,2256
-2138,-700,2269
-2162,-284,2217
-2140,-8,2321
-1942,132,2370
-1818,128,2298
-1588,-102,2356
-1388,-408,2336
-1072,-806,2301
-728,-1354,2350
-448,-1972,2305
-108,-2560,2308
290,-3198,2274
598,-4284,2202
872,-4716,2185
1476,-4990,2125
1752,-5224,2050
1982,-5248,1952
2202,-5068,1935
2356,-4784,1881
2426,-4348,1845
2458,-3830,1799
2472,-3222,1688
2490,-2494,1627
2470,-1848,1552
2458,-1196,1410
2404,-36,1372
2060,482,1220
2092,736,1130
1896,878,1141
1752,952,987
1708,758,1034
1590,424,936
1472,4,796
1404,-540,742
1308,-1162,645
1196,-1766,535
1084,-3256,429
930,-3648,401
694,-4132,380
542,-4518,377
400,-4750,334
298,-4786,225
140,-4764,157
-56,-4530,111
-222,-4096,14
-424,-3606,33
-614,-3008,-112
-692,-2346,-176
-756,-1010,-139
-840,-366,-227
-870,158,-278
-862,600,-345
-756,946,-319
-630,1166,-283
-516,1152,-269
-302,1048,-390
-92,802,-420
200,340,-478
532,-140,-380
838,-1368,-288
1164,-1994,-337
1784,-2590,-292
2088,-3144,-250
2362,-3582,-269
2604,-3952,-159
2876,-4172,-184
3080,-4252,-169
3244,-4254,-151
3336,-4066,58
3384,-3768,38
3404,-2742,138
3404,-2094,168
3334,-1516,229
3190,-884,297
3062,-326,346
2914,228,395
2772,666,500
2604,968,541
2440,1128,622
2174,1122,807
1904,1016,861
1782,286,904
1610,-314,1068
1264,-974,1115
1016,-1658,1136
834,-2372,1261
646,-3036,1375
456,-3700,1395
196,-4288,1513
16,-4778,1565
-204,-5136,1633
-414,-5316,1804
-566,-5368,1809
-826,-5000,1868
-1012,-4596,2038
-1464,-4080,2016
-1616,-3462,2110
-1836,-2884,2122
-1946,-2212,2173
-2058,-1616,2207
-2122,-1074,2181
-2122,-552,2275
-2110,-226,2281
-2032,12,2308
-1922,-4,2431
-1722,-200,2354
-1222,-544,2311
-996,-1014,2289
-662,-1622,2307
-344,-2220,2226
-38,-2774,2312
342,-3408,2269
690,-3938,2232
952,-4418,2117
1250,-5092,2083
1484,-5200,1992
1998,-5232,1924
2214,-5068,1932
2330,-4760,1884
2438,-4296,1782
2478,-3768,1771
2522,-3126,1668
2460,-2478,1644
2462,-1728,1579
2394,-1128,1440
2362,-496,1355
2274,426,1233
2174,722,1167
1898,884,1061
1810,872,1039
1658,698,909
1584,452,871
1474,-26,840
1368,-614,697
1268,-1176,675
1142,-1864,564
1038,-2528,531
856,-3710,441
802,-4162,353
532,-4510,280
408,-4688,252
268,-4814,233
138,-4696,113
-42,-4442,104
-266,-4060,86
-412,-3558,70
-588,-2964,-62
-706,-2312,-48
-818,-1634,-220
-902,-330,-269
-894,204,-246
-862,664,-296
-788,956,-213
-678,1160,-348
-514,1142,-330
-294,1004,-383
-16,730,-408
270,304,-376
562,-230,-293
888,-774,-337
1176,-1456,-328
1474,-2688,-283
1810,-3224,-279
2334,-3684,-213
2626,-3994,-205
2910,-4206,-165
3068,-4312,-130
3256,-4204,-74
3328,-3986,58
3380,-3644,78
3374,-3146,128
3382,-2550,221
3328,-1956,310
3268,-718,356
3170,-142,361
2882,372,478
2726,790,515
2474,1002,669
2290,1174,671
2100,1134,754
1896,956,947
1672,612,957
1492,154,972
1374,-456,1081
1176,-1160,1206
996,-2602,1309
778,-3290,1373
346,-3896,1492
144,-4446,1499
-56,-4920,1566
-262,-5176,1650
-420,-5350,1699
-610,-5324,1770
-886,-5148,1862
-1118,-4796,1929
-1306,-4392,2039
-1530,-3796,2089
-1796,-2590,2149
-1894,-1964,2157
-2110,-1374,2260
-2084,-800,2225
-2160,-398,2210
-2080,-88,2264
-2066,70,2311
-1894,124,2292
-1754,-42,2298
-1486,-260,2306
-1182,-706,2285
-948,-1206,2311
-526,-2374,2297
-200,-3024,2262
470,-3610,2258
782,-4132,2081
1076,-4578,2210
1388,-4898,2102
1638,-5140,2043
1874,-5196,1968
2168,-5138,1926
2260,-4838,1878
2358,-4446,1801
2468,-3988,1732
2530,-2744,1592
2480,-2074,1614
2482,-1412,1465
2336,-754,1417
2388,-222,1342
2252,310,1270
2140,654,1201
2018,890,1172
1798,878,1021
1696,842,774
1604,570,889
1522,-366,746
1348,-966,741
1160,-1550,609
1048,-2248,553
964,-2872,498
820,-3492,434
662,-4012,389
514,-4390,339
416,-4652,226
294,-4804,232
168,-4786,176
-12,-4538,71
-192,-3692,53
-358,-3210,23
-516,-2576,-60
-792,-1878,-160
-828,-1166,-174
-928,-546,-240
-908,46,-214
-910,510,-238
-836,872,-376
-744,1106,-350
-574,1198,-339
-438,1080,-384
-190,312,-322
94,-48,-323
658,-596,-365
1084,-1276,-361
1340,-1872,-352
1698,-2470,-282
2016,-3020,-310
2290,-3556,-291
2518,-3944,-204
2798,-4200,-166
3000,-4290,-142
3180,-4280,-129
3330,-3836,47
3318,-3304,74
3408,-2754,103
3336,-2174,199
3268,-1540,199
3126,-884,295
3022,-324,468
2892,236,414
2722,624,490
2526,994,574
2332,1188,633
2128,1208,751
1882,808,878
1708,298,945
1282,-262,945
1212,-870,1090
1026,-1602,1134
904,-2340,1228
640,-3054,1332
430,-3728,1404
196,-4266,1503
26,-4788,1575
-224,-5062,1638
-398,-5314,1800
-616,-5362,1845
-782,-4964,1955
-1070,-4524,1911
-1460,-4028,2060
-1664,-3464,2069
-1832,-2828,2146
-1928,-2224,2183
-2132,-1578,2201
-2098,-990,2201
-2118,-512,2224
-2152,-194,2241
-1988,58,2274
-1936,94,2291
-1776,-192,2260
-1494,-526,2318
-996,-1026,2334
-612,-1524,2266
-358,-2158,2297
12,-2746,2322
346,-3398,2254
736,-3940,2191
980,-4410,2180
1310,-4830,2186
1578,-5068,2010
1818,-5212,1955
2018,-4950,1919
2204,-4612,1904
2402,-4190,1819
2462,-3620,1747
2490,-2946,1659
2520,-2256,1629
2446,-1584,1541
2428,-966,1510
2362,-312,1400
2262,156,1388
2104,602,1189
1982,830,1138
1864,868,1037
1730,654,1005
1548,316,854
1390,-204,821
1312,-786,657
1256,-1390,615
1150,-2084,598
1044,-2736,493
856,-3292,521
762,-3838,438
652,-4266,250
470,-4778,264
316,-4802,182
96,-4640,180
-142,-4370,81
-300,-3898,121
-456,-3374,25
-620,-2794,-4
-746,-2104,-144
-856,-1480,-192
-900,-836,-240
-916,-224,-493
-906,334,-298
-848,818,-386
-816,1200,-307
-382,1154,-351
-252,966,-330
26,632,-442
342,202,-398
606,-346,-389
960,-958,-373
1276,-1580,-336
1580,-2248,-307
1894,-2804,-325
2214,-3292,-231
2430,-4014,-235
2712,-4228,-230
3182,-4282,-166
3274,-4176,-33
3352,-3914,-18
3376,-3534,38
3396,-2960,200
3362,-2424,155
3288,-1764,287
3222,-1170,343
3120,-556,366
2972,26,479
2804,524,564
2620,1098,650
2184,1236,722
2026,1168,736
1864,904,896
1632,502,883
1506,-4,1037
1338,-588,1089
1140,-1290,1156
922,-1988,1269
710,-2724,1339
542,-3390,1448
280,-4544,1574
106,-4962,1649
-406,-5202,1745
-512,-5284,1797
-692,-5290,1821
-906,-5026,1874
-1196,-4704,1978
-1430,-4192,2050
-1606,-3700,2024
-1802,-3114,2141
-1940,-2430,2152
-2082,-1782,2222
-2146,-1222,2203
-2156,-312,2248
-2114,-16,2285
-1976,154,2286
-1828,136,2325
-1638,-26,2323
-1394,-354,2297
-1094,-848,2355
-776,-1346,2319
-448,-1954,2254
-158,-2538,2278
222,-3114,2278
534,-3722,2185
868,-4626,2152
1202,-4952,2124
1742,-5128,2085
1928,-5164,1971
2158,-5046,1939
2294,-4782,1914
2414,-4328,1759
2472,-3792,1772
2488,-3258,1695
2502,-2560,1715
2486,-1854,1490
2444,-1206,1458
2394,-4,1336
2334,424,1265
2080,754,1207
1948,898,1165
1794,962,1081
1712,760,959
1588,480,909
1466,60,845
1430,-524,728
1296,-1110,676
1138,-1756,589
1054,-2416,580
916,-3646,429
782,-4102,453
504,-4452,401
392,-4686,330
270,-4758,240
142,-4722,144
-80,-4492,96
-230,-4072,89
-428,-3574,55
-584,-2964,-29
-696,-2320,-158
-804,-1640,-182
-892,-320,-158
-916,172,-255
-882,638,-336
-796,940,-224
-672,1180,-298
-564,1212,-316
-348,1038,-263
-96,762,-317
220,366,-353
572,-214,-402
828,-760,-334
1136,-1382,-339
1472,-2618,-295
1790,-3214,-249
2298,-3646,-196
2622,-3968,-220
2856,-4152,-191
3094,-4282,-141
3232,-4254,-57
3338,-4018,-5
3376,-3662,72
3358,-3188,117
3374,-2594,115
3322,-1992,345
3238,-630,358
3170,-146,417
2872,346,514
2728,774,602
2542,1056,672
2328,1144,636
2098,1210,821
1840,956,910
1736,664,942
1552,176,1004
1378,-464,1251
1122,-1106,1196
970,-2606,1339
794,-3244,1413
376,-3898,1438
182,-4408,1559
-38,-4850,1650
-186,-5174,1665
-434,-5324,1779
-606,-5298,1838
-852,-5126,1962
-1092,-4836,1977
-1332,-4392,2002
-1584,-3876,2192
-1732,-2782,2164
-1932,-1982,2200
-2292,-1400,2255
-2172,-822,2240
-2184,-384,2300
-2122,-118,2308
-2008,90,2354
-1846,144,2352
-1684,14,2463
-1496,-266,2385
-1230,-656,2346
-870,-1170,2303
-618,-1688,2370
-232,-2942,2323
342,-3558,2285
692,-4086,2183
1066,-4568,2214
1360,-4872,2137
1660,-5090,2111
1926,-5180,2052
2116,-5108,2051
2238,-4860,1934
2390,-4446,1868
2446,-3988,1742
2498,-3398,1712
2502,-2082,1634
2490,-1410,1589
2394,-798,1483
2360,-196,1458
2232,306,1368
2120,672,1295
1994,904,1288
1878,938,1155
1736,870,1119
1598,576,1020
1516,246,860
1410,-302,711
1304,-1496,696
1062,-2216,627
986,-2824,540
848,-3446,470
698,-3970,411
560,-4314,388
430,-4598,340
324,-4724,308
108,-4730,192
-30,-4526,150
-172,-4218,64
-366,-3206,38
-518,-2534,17
-672,-1866,-82
-858,-1208,-109
-926,-540,-180
-916,54,-238
-872,530,-236
-812,922,-283
-724,1118,-328
-576,1202,-307
-404,1172,-355
-144,866,-321
96,30,-326
384,-528,-310
1224,-1142,-352
1350,-1810,-325
1708,-2428,-252
2000,-2998,-222
2280,-3496,-219
2524,-3878,-183
2782,-4148,-205
2980,-4230,-89
3206,-4238,167
3364,-4086,39
3394,-3288,79
3382,-2798,95
3380,-2210,213
3304,-1588,242
3202,-942,299
3078,-334,382
2914,222,486
2758,650,496
2620,982,628
2382,1120,660
2186,1228,737
1972,1074,883
1778,282,967
1606,-222,987
1180,-864,1092
1042,-1570,1153
844,-2262,1226
656,-2962,1343
490,-3624,1480
264,-4266,1493
102,-4676,1576
-132,-5062,1662
-364,-5296,1694
-520,-5406,1867
-760,-4976,1866
-1026,-4582,1963
-1446,-4106,2021
-1684,-3518,2119
-1798,-2908,2098
-1974,-2260,2197
-2090,-1612,2220
-2086,-1056,2241
-2156,-594,2281
-2122,-212,2231
-2036,24,2333
-1930,136,2386
-1778,-180,2415
-1576,-508,2398
-812,-958,2363
-704,-1492,2330
-388,-2100,2390
-6,-2698,2323
304,-3350,2241
606,-3922,2297
996,-4412,2223
1220,-4790,2233
1570,-5032,2058
1776,-5166,1963
2066,-5180,1933
2168,-4640,1918
2324,-4166,1790
2472,-3620,1743
2464,-2974,1678
2546,-2308,1654
2470,-1634,1631
2492,-980,1476
2362,-368,1447
2320,194,1337
2212,576,1252
2072,828,1101
1928,944,973
1788,714,983
1680,340,893
1512,-98,849
1398,-628,712
1284,-1306,709
1186,-1992,563
1058,-2630,578
890,-3228,455
768,-3760,330
688,-4230,457
558,-4526,307
364,-4724,215
240,-4624,130
112,-4326,141
-290,-3924,87
-462,-3390,43
-584,-2716,2
-664,-2110,-150
-786,-1398,-116
-842,-784,-149
-890,-180,-173
-864,366,-264
-822,762,-332
-794,994,-300
-642,1108,-381
-508,976,-391
30,630,-431
302,196,-428
614,-364,-355
910,-962,-417
1304,-1598,-351
1604,-2232,-351
1864,-2780,-293
2192,-3308,-200
2444,-3770,-221
2712,-4314,-153
2930,-4322,-151
3144,-4184,-118
3328,-3918,-71
3396,-3548,53
3394,-3080,69
3364,-2454,200
3326,-1802,190
3238,-1194,251
3116,-572,338
3040,-8,447
2894,432,508
2702,1078,571
2230,1184,644
2100,1138,712
1870,912,780
1660,564,931
1460,128,972
1328,-496,1046
1140,-1202,1162
940,-1882,1465
746,-2604,1361
604,-4096,1430
388,-4424,1536
-98,-4914,1624
-254,-5206,1724
-404,-5314,1809
-602,-5338,1773
-816,-5168,1944
-1086,-4822,1897
-1338,-4380,2038
-1554,-3856,2051
-1734,-3236,2049
-1876,-2632,2171
-2042,-1420,2196
-2074,-858,2203
-2128,-392,2254
-2052,-82,2325
-1980,110,2253
-1804,156,2289
-1676,-18,2345
-1394,-266,2380
-1146,-666,2285
-902,-1234,2305
-514,-1772,2342
-256,-2430,2247
142,-3014,2337
460,-4136,2225
1066,-4546,2168
1424,-4914,2156
1726,-5108,2111
1920,-5176,1992
2160,-5102,1973
2332,-4862,1880
2410,-4466,1844
2434,-3942,1796
2520,-3358,1662
2564,-2670,1566
2534,-1984,1511
2470,-722,1495
2388,-168,1410
2278,346,1340
2136,682,1208
2008,886,1200
1844,902,1152
1722,826,987
1614,546,884
1508,134,821
1396,-376,724
1330,-1010,645
1188,-1636,602
1098,-2858,526
1030,-3510,504
730,-3976,445
612,-4378,328
484,-4582,164
330,-4766,223
204,-4714,166
24,-4508,21
-180,-4132,113
-328,-3700,19
-512,-3116,-65
-652,-2488,-100
-724,-1084,-220
-832,-516,-236
-900,62,-307
-906,564,-302
-796,928,-315
-714,1114,-345
-564,1194,-364
-402,1124,-340
-106,868,-380
198,450,-417
468,-56,-350
740,-662,-306
1090,-1896,-304
1428,-2510,-316
2022,-3074,-289
2328,-3518,-270
2552,-3934,-209
2790,-4172,-98
2968,-4230,-144
3170,-4218,-70
3322,-4084,-39
3388,-3722,-13
3388,-3278,115
3364,-2770,159
3344,-1502,263
3284,-860,332
3096,-274,342
2924,252,434
2712,706,468
2586,1018,602
2356,1190,602
2142,1162,750
1898,1036,799
1734,754,841
1580,294,1190
1376,-294,1141
1232,-1636,1155
1024,-2348,1335
590,-3074,1346
422,-3728,1433
248,-4276,1552
50,-4726,1609
-206,-5074,1623
-380,-5284,1719
-614,-5380,1864
-820,-5206,1875
-1018,-4902,1974
-1282,-4506,2074
-1488,-3460,2081
-1668,-2842,2152
-1970,-2188,2124
-2090,-1566,2135
-2122,-1060,2187
-2144,-514,2269
-2118,-198,2298
-2014,62,2317
-1926,120,2287
-1782,54,2553
-1560,-182,2330
-1258,-792,2270
-984,-1592,2298
-408,-2104,2305
-14,-2778,2268
346,-3402,2219
654,-3972,2200
1020,-4428,2218
1260,-4814,2124
1566,-5068,2046
1792,-5194,1982
2014,-5198,1915
2176,-4730,1784
2320,-4176,1813
2432,-3658,1794
2444,-3012,1703
2474,-2340,1667
2456,-1676,1592
2408,-1032,1481
2352,-428,1403
2288,188,1388
2102,558,1291
2060,798,1150
1854,954,1102
1762,644,956
1662,396,872
1460,-142,809
1352,-626,703
1264,-1270,693
1162,-1926,561
1036,-2532,523
924,-3182,396
762,-3688,433
634,-4158,364
458,-4484,167
332,-4692,169
198,-4592,104
76,-4330,101
-306,-3960,118
-450,-3430,55
-578,-2796,11
-756,-2106,-98
-862,-1440,-182
-878,-790,-192
-912,-178,-243
-888,364,-292
-862,782,-297
-744,1112,-266
-648,1168,-371
-466,1062,-402
-36,702,-316
248,208,-395
600,-296,-347
930,-838,-333
1224,-1494,-268
1508,-2118,-214
1836,-2780,-252
2124,-3268,-233
2412,-3694,-141
2646,-4300,-88
2854,-4254,-85
3222,-4174,-41
3262,-3936,-2
3370,-3530,93
3340,-3070,130
3328,-2484,222
3258,-1838,261
3236,-1240,291
3130,-610,301
2988,-2,423
2776,440,537
2656,1096,677
2452,1212,625
2012,1140,756
1838,946,850
1678,564,902
1486,72,972
1304,-512,1067
1128,-1144,1175
942,-1918,1216
712,-2622,1274
556,-3326,1506
362,-3946,1570
124,-4934,1602
-92,-5208,1677
-418,-5318,1731
-656,-5336,1811
-906,-5096,1892
-1134,-4794,1958
-1366,-4362,1995
-1558,-3852,2108
-1712,-3218,2162
-1920,-2604,2137
-1992,-1912,2188
-2116,-1312,2252
-2186,-402,2218
-2166,-74,2274
-1976,56,2342
-1946,104,2316
-1730,-6,2297
-1508,-260,2319
-1202,-670,2306
-940,-1204,2308
-570,-1758,2241
-232,-2400,2270
102,-3024,2230
446,-4134,2278
752,-4602,2254
1352,-4928,2183
1662,-5132,2068
1870,-5190,2005
2134,-5096,1976
2226,-4846,1956
2354,-4490,1893
2458,-3960,1768
2486,-3380,1765
2436,-2738,1586
2488,-1308,1481
2414,-712,1452
2296,-190,1427
2242,316,1290
2104,666,1255
1992,888,1194
1834,950,1130
1716,858,1029
1610,632,994
1494,228,814
1422,-366,566
1320,-946,572
1194,-2268,584
1118,-2886,549
970,-3454,397
690,-3944,330
580,-4342,353
424,-4598,289
264,-4758,217
148,-4738,216
-44,-4542,106
-206,-4186,107
-410,-3744,-75
-514,-3210,-50
-660,-1884,-185
-746,-1218,-120
-938,-546,-192
-964,18,-295
-918,504,-404
-848,820,-330
-778,1096,-332
-610,1196,-388
-434,1126,-393
-238,942,-427
56,628,-391
356,-432,-401
650,-1074,-390
1278,-1736,-332
1606,-2360,-346
1894,-2884,-270
2280,-3378,-253
2504,-3788,-233
2756,-4116,-191
2970,-4220,-190
3174,-4234,-190
3266,-4080,-70
3358,-3826,2
3386,-2852,85
3380,-2248,187
3278,-1654,139
3238,-1026,257
3048,-428,322
2976,132,402
2824,572,456
2590,922,561
2396,1156,593
2190,1180,651
1960,1100,813
1802,840,870
1592,-122,1019
1432,-786,1100
1074,-1470,1097
884,-2178,1209
690,-2874,1258
538,-3558,1418
322,-4140,1477
110,-4598,1545
-112,-5002,1654
-328,-5252,1721
-522,-5346,1762
-756,-5268,1831
-1018,-4616,1978
-1200,-4156,2020
-1560,-3538,2092
-1758,-2982,2069
-1910,-2316,2049
-2006,-1712,2201
-2112,-1170,2198
-2108,-696,2152
-2076,-258,2238
-2028,26,2266
-1956,142,2311
-1778,80,2313
-1594,-404,2380
-1314,-914,2339
-730,-1452,2289
-368,-1978,2352
-8,-2654,2276
282,-3250,2269
614,-3846,2262
