-1134,-4662,1942
-1380,-4168,1944
-1602,-3656,2066
-1806,-3022,2134
-1932,-2396,2147
-2026,-1792,2183
-2090,-666,2216
-2150,-296,2184
-2072,34,2236
-1936,186,2381
-1780,114,2327
-1590,-6,2349
-1398,-318,2316
-1052,-786,2258
-748,-1264,2309
-476,-1860,2195
-90,-2456,2175
194,-3820,2216
550,-4134,2171
1162,-4602,2160
1474,-4910,2028
1722,-5092,2045
1988,-5158,1952
2152,-5014,1950
2318,-4728,1846
2426,-4348,1744
2420,-3832,1731
2472,-3228,1683
2506,-2542,1535
2496,-1144,1464
2476,-572,1420
2326,-36,1285
2190,446,1253
2042,778,1197
1970,976,1124
1808,988,992
1668,878,944
1582,602,841
1496,170,780
1350,-350,581
1268,-1016,556
1202,-2318,474
1068,-2956,434
786,-3504,444
690,-4028,353
534,-4368,264
418,-4626,223
286,-4744,80
132,-4668,137
-74,-4422,26
-234,-4142,35
-438,-3576,-17
-574,-3012,-136
-708,-1694,-154
-778,-1028,-189
-932,-346,-277
-900,210,-294
-928,662,-306
-830,1018,-321
-728,1160,-359
-556,1202,-370
-342,1102,-383
-130,870,-446
166,476,-403
468,-94,-412
790,-1260,-437
1086,-1896,-363
1762,-2524,-346
2036,-3044,-299
2336,-3520,-236
2634,-3876,-225
2848,-4088,-233
3012,-4224,-175
3186,-4188,-148
3232,-3974,-81
3360,-3620,11
3418,-3188,93
3398,-1974,126
3316,-1342,240
3132,-738,272
2978,-158,285
2856,404,426
2724,774,499
2474,1070,497
2302,1224,646
2114,1220,730
1908,1012,826
1674,742,923
1556,224,1012
1368,-1002,1058
1184,-1690,1138
804,-2418,1219
636,-3110,1278
414,-3736,1356
240,-4278,1480
-10,-4758,1564
-220,-5088,1597
-350,-5294,1694
-546,-5286,1757
-834,-5132,1879
-1048,-4850,1912
-1276,-3894,2020
-1536,-3334,2040
-1838,-2680,2101
-1926,-2026,2130
-2058,-1356,2189
-2092,-868,2168
-2118,-396,2180
-2084,-112,2200
-1998,174,2231
-1876,210,2236
-1700,82,2253
-1462,-192,2314
-1186,-1060,2296
-928,-1682,2225
-256,-2212,2240
82,-2820,2202
412,-3428,2161
744,-4036,2154
1064,-4474,2125
1386,-4816,2054
1636,-5046,2040
1888,-5108,1958
2144,-5062,1846
2276,-4870,1819
2398,-4046,1744
2456,-3408,1654
2524,-2776,1618
2512,-2082,1559
2526,-1378,1485
2408,-788,1386
2394,-176,1332
2306,310,1322
2166,666,1135
2026,932,1082
1860,996,984
1750,932,856
1632,296,771
1520,-182,738
1370,-792,672
1240,-1456,625
1114,-2064,463
1028,-2706,525
884,-3312,394
706,-3856,383
608,-4258,364
486,-4562,275
382,-4704,198
196,-4730,117
20,-4190,26
-152,-3770,84
-486,-3200,-20
-618,-2530,-43
-738,-1902,-134
-858,-1208,-198
-884,-506,-141
-906,46,-245
-908,556,-343
-836,894,-344
-726,1108,-375
-626,1246,-365
-428,926,-410
-196,600,-412
370,150,-391
702,-412,-430
1014,-1062,-398
1320,-1712,-320
1680,-2304,-348
1974,-2894,-278
2258,-3400,-261
2510,-3790,-200
2778,-4096,-179
2972,-4232,-138
3214,-4048,-99
3306,-3736,18
3400,-3304,69
3356,-2778,47
3302,-2168,192
3288,-1556,188
3192,-906,287
3074,-354,376
2968,190,383
2776,620,413
2610,942,584
2460,1180,709
2200,1104,790
2016,820,832
1674,454,964
1442,-152,945
1276,-770,1041
1106,-1454,1105
852,-2200,1214
736,-2902,1259
518,-3598,1385
322,-4174,1454
116,-4656,1561
-122,-5004,1643
-310,-5336,1728
-520,-5212,1801
-1000,-4920,1861
-1196,-4578,1936
-1432,-4092,1996
-1630,-3530,2064
-1804,-2914,2098
-1940,-2262,2150
-2012,-1644,2134
-2124,-1078,2213
-2092,-590,2147
-2116,-192,2295
-2040,214,2323
-1912,110,2335
-1548,-122,2406
-1278,-442,2335
-952,-904,2254
-688,-1506,2287
-324,-2102,2280
-8,-2694,2217
354,-3310,2196
618,-3884,2188
972,-4412,2170
1268,-4794,2132
1532,-5136,1976
1820,-5136,1940
2278,-4960,1918
2380,-4672,1837
2422,-4198,1825
2436,-3664,1730
2524,-3006,1661
2504,-2342,1619
2524,-1660,1520
2420,-954,1485
2374,-382,1362
2304,142,1239
2168,842,1109
2054,988,1086
1744,958,996
1638,720,923
1542,406,854
1446,-78,803
1382,-594,754
1294,-1264,671
1158,-1924,584
1022,-2574,542
942,-3204,474
814,-3754,361
616,-4490,291
532,-4682,265
230,-4726,232
84,-4628,89
-76,-4332,75
-262,-3932,65
-406,-3400,-2
-594,-2780,-58
-688,-2138,-123
-778,-1464,-168
-856,-792,-466
-900,-220,-280
-898,848,-316
-870,1036,-310
-624,1176,-365
-432,1134,-304
-256,1004,-390
36,674,-433
318,246,-369
570,-294,-421
954,-922,-333
1276,-1546,-393
1564,-2218,-270
1878,-2750,-210
2186,-3818,-232
2482,-4024,-180
2920,-4226,-173
3164,-4236,-83
3280,-4116,-104
3344,-3846,-40
3424,-3504,45
3404,-2976,82
3356,-2428,116
3310,-1844,191
3234,-1170,342
3124,-590,439
3014,514,496
2840,840,509
2474,1120,634
2274,1180,662
2082,1142,783
1838,924,862
1670,550,906
1490,54,1020
1322,-568,989
1166,-1242,1064
964,-2006,1292
780,-2666,1391
548,-3996,1454
384,-4510,1489
-112,-4960,1598
-276,-5194,1690
-484,-5314,1769
-704,-5298,1780
-894,-5108,1878
-1180,-4754,1953
-1368,-4268,2001
-1540,-3710,2041
-1756,-3136,2189
-1894,-2502,2103
-2024,-1268,2180
-2066,-718,2214
-2070,-312,2222
-2076,-64,2168
-1968,142,2229
-1774,126,2299
-1636,-28,2403
-1432,-306,2277
-1108,-752,2327
-786,-1230,2078
-500,-1834,2286
-148,-3208,2181
228,-3644,2197
992,-4176,2165
1164,-4598,2130
1436,-4962,2042
1696,-5164,1993
1932,-5162,2008
2156,-5098,1917
2280,-4826,1870
2446,-4396,1839
2444,-3848,1789
2486,-3254,1597
2510,-1946,1571
2492,-1282,1462
2408,-672,1477
2356,-78,1386
2244,362,1237
2134,666,1209
1984,874,1056
1860,1012,1063
1772,834,973
1654,554,871
1576,162,646
1422,-906,646
1336,-1562,601
1162,-2212,551
1004,-2860,488
834,-3454,432
710,-3924,356
546,-4306,353
480,-4572,270
302,-4698,142
178,-4702,167
0,-4468,65
-166,-4150,18
-360,-3146,-59
-760,-2494,-68
-750,-1792,-104
-836,-1142,-193
-834,-476,-214
-878,108,-286
-912,582,-349
-850,912,-359
-764,1164,-338
-598,1254,-371
-488,1168,-365
-194,836,-363
112,28,-350
448,-572,-307
1032,-1184,-296
1422,-1820,-342
1682,-2420,-357
1970,-2998,-247
2300,-3474,-183
2538,-3794,-206
2794,-4072,-118
2998,-4270,-49
3178,-4010,-84
3306,-3734,-14
3346,-3256,90
3406,-2794,139
3368,-2208,192
3288,-1620,233
3182,-988,254
3052,-376,365
2928,204,413
2792,652,553
2616,962,683
2420,1172,710
2188,1120,739
2012,870,835
1642,412,902
1488,-144,967
1256,-762,1056
1062,-1468,1142
884,-2146,1179
728,-2916,1283
542,-3532,1338
330,-4136,1438
100,-4626,1606
-140,-5028,1662
-340,-5330,1703
-820,-5206,1810
-968,-4988,1851
-1202,-4610,1951
-1440,-4102,1951
-1626,-3560,2027
-1820,-2950,2059
-1932,-2318,2139
-2054,-1668,2163
-2168,-1098,2174
-2142,-640,2199
-2158,46,2251
-1964,192,2303
-1808,168,2264
-1628,-58,2325
-1360,-384,2306
-1052,-836,2335
-744,-1350,2287
-444,-1894,2251
-92,-2558,2300
276,-3158,2227
582,-3732,2178
936,-4694,2161
1214,-4962,2015
1784,-5136,2004
2014,-5150,1953
2234,-4962,1878
2342,-4704,1842
2428,-4234,1803
2484,-3764,1723
2468,-3112,1665
2520,-2456,1653
2440,-1754,1451
2432,-374,1386
2368,40,1304
2238,474,1234
2076,774,1139
1960,942,1167
1786,1000,1039
1688,826,891
1578,504,861
1494,96,790
1398,-490,780
1292,-1064,545
1176,-1744,539
1064,-2998,490
910,-3584,417
644,-4078,308
542,-4420,353
408,-4630,223
326,-4728,159
162,-4672,183
20,-4404,87
-260,-4050,135
-456,-3560,-3
-590,-2998,-63
-702,-1678,-164
-814,-1026,-196
-876,-390,-215
-926,150,-255
-850,630,-287
-816,1032,-366
-710,1206,-326
-576,1228,-311
-342,1096,-312
-132,848,-404
152,442,-385
448,-652,-427
750,-1290,-405
1442,-1866,-343
1720,-2516,-301
2010,-3076,-305
2330,-3554,-318
2616,-3898,-265
2834,-4146,-221
3040,-4228,-155
3160,-4200,-160
3314,-4022,-108
3404,-3680,2
3422,-2670,143
3388,-2120,108
3230,-1446,224
3140,-766,294
3030,-206,348
2896,380,462
2712,726,486
2542,1024,508
2302,1164,589
2140,1216,659
1910,1042,800
1654,732,944
1530,-302,1028
1376,-990,1092
1054,-1664,1221
802,-2392,1196
614,-3064,1355
430,-3762,1380
194,-4252,1498
-30,-4750,1513
-254,-5052,1654
-368,-5268,1689
-596,-5310,1889
-798,-5132,1913
-1084,-4468,1937
-1304,-3924,2026
-1754,-3350,2104
-1878,-2698,2033
-1996,-2114,2119
-2112,-1514,2150
-2150,-966,2200
-2164,-498,2242
-2096,-172,2297
-2056,96,2305
-1986,164,2326
-1746,-154,2305
-1550,-490,2347
-944,-978,2300
-654,-1534,2296
-332,-2152,2242
-8,-2768,2249
288,-3348,2222
650,-3924,2192
938,-4416,2116
1310,-4760,2135
1558,-5082,2006
1854,-5128,1977
2122,-4952,1906
2498,-4620,1863
2424,-4156,1758
2526,-3638,1687
2458,-2950,1705
2502,-2296,1616
2476,-1566,1530
2444,-920,1530
2358,-286,1391
2278,174,1211
2190,604,1128
2026,974,1098
1912,988,999
1658,734,853
1556,382,802
1468,-122,785
1336,-642,716
1220,-1284,606
1146,-1926,519
1030,-2612,535
926,-3210,425
748,-3728,388
632,-4414,261
464,-4734,248
252,-4726,184
76,-4596,156
-138,-4310,56
-314,-3908,81
-494,-3396,44
-616,-2784,-92
-720,-2168,-107
-854,-1454,-188
-922,-798,-265
-930,-192,-277
-936,778,-301
-924,1020,-338
-672,1188,-342
-520,1150,-307
-294,998,-369
24,662,-337
318,216,-395
604,-294,-410
930,-934,-295
1242,-1582,-305
1610,-2176,-68
1884,-2794,-256
2206,-3742,-277
2428,-4046,-222
2906,-4196,-169
3118,-4270,-162
3298,-4164,-184
3340,-3886,-90
3406,-3486,25
3388,-3022,39
3398,-2418,126
3332,-1788,201
3288,-1200,298
3156,-610,349
3014,528,432
2884,874,566
2466,1128,594
2276,1236,646
2034,1162,768
1858,880,817
1684,590,905
1532,54,981
1326,-568,1096
1106,-1212,1104
934,-1986,1190
700,-2680,1375
504,-3876,1483
346,-4460,1509
-110,-4918,1646
-242,-5192,1685
-464,-5320,1726
-666,-5244,1801
-892,-5046,1886
-1192,-4712,2001
-1380,-4280,2016
-1582,-3746,2121
-1786,-3086,2147
-1954,-2458,2185
-2028,-1178,2197
-2106,-710,2212
-2112,-272,2242
-2066,-10,2328
-1954,186,2305
-1846,172,2290
-1662,38,2376
-1428,-310,2353
-1124,-702,2359
-872,-1256,2372
-488,-1828,2269
-176,-2454,2225
158,-3664,2236
486,-4210,2219
1092,-4620,2142
1460,-4952,2116
1656,-5126,2107
1924,-5146,1955
2126,-5076,1941
2280,-4806,1947
2378,-4366,1804
2472,-3888,1697
2494,-3278,1735
2494,-1920,1645
2424,-1316,1525
2418,-604,1442
2292,-114,1429
2168,372,1325
2052,696,1203
1952,926,1066
1806,948,1062
1716,828,930
1602,584,852
1510,160,801
1410,-902,692
1184,-1560,638
1064,-2204,554
912,-2862,505
774,-3414,465
688,-3944,368
570,-4326,337
408,-4630,299
280,-4712,223
158,-4706,210
-42,-4534,119
-214,-3678,138
-380,-3154,12
-660,-2560,-63
-776,-1848,-121
-830,-1162,-174
-874,-536,-184
-920,42,-257
-890,570,-297
-876,862,-362
-800,1070,-354
-598,1228,-373
-412,1112,-373
-216,510,-407
386,90,-377
716,-540,-342
992,-1094,-369
1336,-1684,-338
1640,-2368,-297
1962,-2922,-349
2270,-3406,-253
2510,-3842,-203
2814,-4094,-182
2968,-4268,-127
3158,-4124,-53
3372,-3814,8
3370,-3412,-13
3348,-2850,150
3322,-2276,187
3258,-1706,222
3142,-1032,285
3048,-432,302
2928,144,345
2786,564,577
2580,1128,627
2396,1226,672
1936,1134,716
1824,826,818
1630,504,875
1504,-24,1028
1232,-676,978
1070,-1368,1118
894,-2054,1213
686,-2782,1300
506,-3436,1449
282,-4536,1550
114,-4942,1564
-302,-5228,1681
-482,-5304,1631
-712,-5296,1787
-982,-5026,1876
-1166,-4704,1980
-1418,-4200,2083
-1600,-3728,2154
-1792,-3060,2143
-1922,-2424,2143
-2046,-1766,2208
-2120,-708,2225
-2192,-304,2295
-2072,14,2268
-1994,168,2314
-1876,138,2364
-1650,-62,2340
-1378,-306,2372
-1094,-772,2313
-812,-1310,2357
-470,-1882,2327
-184,-2472,2279
202,-3116,2274
584,-4216,2262
1174,-4636,2164
1432,-4908,2122
1704,-5156,2051
1928,-5148,1983
2176,-5032,2007
2276,-4756,1944
2424,-4306,1777
2434,-3762,1810
2484,-3204,1694
2436,-2540,1589
2466,-1816,1532
2412,-548,1401
2102,-6,1352
2174,422,1243
2044,750,1217
1958,908,1115
1838,942,1125
1680,800,966
1538,502,900
1532,104,769
1358,-418,693
1242,-1054,574
1180,-1728,505
1032,-3026,523
932,-3590,471
628,-4080,379
504,-4400,332
374,-4688,251
290,-4764,177
116,-4708,197
-72,-4424,92
-240,-4052,100
-458,-3558,55
-554,-2956,-125
-702,-1538,-184
-802,-970,-157
-900,-348,-231
-942,194,-281
-902,664,-274
-770,990,-333
-720,1170,-304
-568,1174,-323
-370,1114,-299
-104,858,-368
164,460,-446
456,-530,-341
764,-1262,-358
1392,-1876,-347
1748,-2486,-305
1990,-3022,-261
2310,-3530,-333
2548,-3902,-277
2792,-4156,-183
2990,-4200,-116
3200,-4186,-132
3328,-4028,-21
3370,-3178,28
3396,-2708,130
3316,-2086,135
3274,-1452,279
3150,-848,269
3056,-278,338
2926,272,417
2732,692,465
2560,1016,565
2332,1204,673
2098,1188,678
1898,1004,919
1708,230,877
1584,-330,975
1202,-990,1060
1018,-1666,1133
786,-2370,1231
648,-3116,1337
452,-3766,1494
232,-4290,1528
68,-4766,1575
-242,-5120,1605
-388,-5284,1985
-608,-5290,1829
-818,-4950,1899
-1084,-4488,1923
-1566,-3980,2061
-1688,-3364,2070
-1898,-2738,2156
-2014,-2116,2225
-2104,-1502,2157
-2174,-964,2253
-2146,-510,2250
-2142,-174,2278
-2072,82,2331
-1944,184,2347
-1802,-166,2307
-1544,-538,2327
-1006,-1018,2329
-624,-1534,2289
-320,-2216,2318
82,-2810,2258
404,-3448,2254
716,-3956,2218
1040,-4448,2111
1278,-4876,2118
1596,-5036,2092
1842,-5168,1984
2112,-4886,1858
2292,-4616,1921
2330,-4114,1824
2456,-3584,1766
2432,-2882,1720
2438,-2230,1653
2434,-1558,1589
2378,-840,1507
2348,-308,1417
2220,190,1298
2148,604,1240
2032,846,1072
1864,944,1044
1754,668,943
1340,334,849
1402,-180,784
1312,-720,724
1204,-1356,589
1104,-2012,612
922,-2662,498
856,-3298,473
756,-3792,477
610,-4248,320
498,-4598,282
358,-4744,248
164,-4608,151
-150,-4274,112
-362,-3862,122
-456,-3326,40
-636,-2722,-28
-740,-2010,-86
-848,-1296,-120
-916,-680,-152
-906,-96,-185
-874,432,-236
-828,790,-291
-780,1136,-229
-344,1156,-315
-216,976,-377
104,650,-341
376,182,-348
668,-364,-350
1018,-980,-388
1280,-1636,-359
1610,-2228,-317
1926,-2792,-264
2190,-3354,-196
2488,-3756,-163
2726,-4210,-140
3204,-4268,-58
3348,-4156,-20
3344,-3826,3
3374,-3430,48
3392,-2932,73
3370,-2372,110
3304,-1732,272
3218,-1054,276
3078,-450,230
2948,154,427
2810,588,580
2628,1174,666
2422,1250,750
1996,1172,736
1834,920,794
1666,476,934
1450,-10,975
1256,-656,1074
1096,-1388,1174
848,-2080,1224
704,-2786,1378
452,-3426,1454
280,-4586,1588
94,-4928,1621
-336,-5146,1704
-488,-5282,1752
-772,-5252,1816
-966,-4970,1880
-1234,-4668,1993
-1420,-4202,2009
-1616,-3644,2038
-1814,-3026,2204
-1952,-2422,2177
-2088,-1750,2174
-2100,-670,2204
-2118,-298,2283
-2076,32,2361
-1950,154,2367
-1846,170,2346
-1626,-2,2362
-1390,-300,2362
-1118,-734,2346
-832,-1256,2343
-512,-1832,2322
-146,-2436,2251
204,-3676,2259
494,-4174,2251
1120,-4630,2200
1420,-4904,2063
1680,-5124,2080
1936,-5158,2010
2166,-5052,1941
2334,-4766,1865
2380,-4354,1815
2460,-3846,1745
2444,-3176,1699
2488,-2578,1594
2534,-1176,1489
2448,-568,1471
2318,-44,1370
2206,404,1273
2086,746,1255
1934,926,1076
1798,1000,1123
1714,834,993
1606,586,888
1504,78,867
1402,-440,627
1302,-1024,644
1158,-2326,590
1022,-2916,561
824,-3514,492
696,-4020,447
530,-4344,397
404,-4554,270
260,-4740,254
128,-4730,205
-42,-4476,118
-226,-4082,51
-382,-3638,43
-568,-2436,-64
-952,-1774,-96
-888,-1070,-168
-940,-430,-236
-902,186,-256
-884,650,-273
-806,960,-350
-684,1144,-351
-598,1208,-337
-456,1134,-362
-206,934,-405
144,-2,-446
452,-604,-369
1042,-1248,-399
1396,-1824,-356
1744,-2446,-284
2034,-3028,-326
2324,-3468,-225
2542,-3886,-157
2802,-4106,-147
3050,-4238,-124
3224,-4162,-95
3328,-4006,-13
3372,-3112,23
3408,-2674,113
3424,-2054,125
3304,-1450,202
3160,-804,252
3098,-188,319
2922,306,414
2812,758,493
2570,1056,555
2352,1206,690
